,Country Name,Indicator Name,Year,Value
46552,Isle of Man,Energy use (kg of oil equivalent per capita),1982,
46553,Isle of Man,Exports of goods and services (% of GDP),1982,
46554,Isle of Man,"Fertility rate, total (births per woman)",1982,
46555,Isle of Man,GDP growth (annual %),1982,
46556,Isle of Man,"GNI per capita, PPP (current international $)",1982,
46557,Isle of Man,"Gross enrollment ratio, primary, both sexes (%)",1982,
46558,Isle of Man,"Gross enrolment ratio, secondary, both sexes (%)",1982,
46559,Isle of Man,High-technology exports (% of manufactured exports),1982,
46560,Isle of Man,Imports of goods and services (% of GDP),1982,
46561,Isle of Man,Income share held by lowest 20%,1982,
46562,Isle of Man,"Industry, value added (% of GDP)",1982,
46563,Isle of Man,"Inflation, GDP deflator (annual %)",1982,
46564,Isle of Man,Internet users (per 100 people),1982,
46565,Isle of Man,"Life expectancy at birth, total (years)",1982,
46566,Isle of Man,Military expenditure (% of GDP),1982,
46567,Isle of Man,Mobile cellular subscriptions (per 100 people),1982,
46568,Isle of Man,Net lending (+) / net borrowing (-) (% of GDP),1982,
46569,Isle of Man,Population density (people per sq. km of land area),1982,113.714035088
46570,Isle of Man,"Prevalence of HIV, total (% of population ages 15-49)",1982,
46571,Isle of Man,"Revenue, excluding grants (% of GDP)",1982,
46572,Isle of Man,"Services, etc., value added (% of GDP)",1982,
46573,Isle of Man,Tax revenue (% of GDP),1982,
46574,Isle of Man,Time required to start a business (days),1982,
46575,Israel,"Agriculture, value added (% of GDP)",1982,
46576,Israel,CO2 emissions (metric tons per capita),1982,5.97399875961
46577,Israel,Domestic credit provided by financial sector (% of GDP),1982,158.78667949
46578,Israel,Electric power consumption (kWh per capita),1982,3173.9022575
46579,Israel,Energy use (kg of oil equivalent per capita),1982,1958.31704292
46580,Israel,Exports of goods and services (% of GDP),1982,38.1487021764
46581,Israel,"Fertility rate, total (births per woman)",1982,3.13
46582,Israel,GDP growth (annual %),1982,1.80883645623
46583,Israel,"GNI per capita, PPP (current international $)",1982,
46584,Israel,"Gross enrollment ratio, primary, both sexes (%)",1982,99.5663223267
46585,Israel,"Gross enrolment ratio, secondary, both sexes (%)",1982,85.7727279663
46586,Israel,High-technology exports (% of manufactured exports),1982,
46587,Israel,Imports of goods and services (% of GDP),1982,57.6868252206
46588,Israel,Income share held by lowest 20%,1982,
46589,Israel,"Industry, value added (% of GDP)",1982,
46590,Israel,"Inflation, GDP deflator (annual %)",1982,120.899813682
46591,Israel,Internet users (per 100 people),1982,
46592,Israel,"Life expectancy at birth, total (years)",1982,74.1097560976
46593,Israel,Military expenditure (% of GDP),1982,
46594,Israel,Mobile cellular subscriptions (per 100 people),1982,
46595,Israel,Net lending (+) / net borrowing (-) (% of GDP),1982,-10.3470365886
46596,Israel,Population density (people per sq. km of land area),1982,186.275415896
46597,Israel,"Prevalence of HIV, total (% of population ages 15-49)",1982,
46598,Israel,"Revenue, excluding grants (% of GDP)",1982,59.4996528628
46599,Israel,"Services, etc., value added (% of GDP)",1982,
46600,Israel,Tax revenue (% of GDP),1982,44.2054918113
46601,Israel,Time required to start a business (days),1982,
46602,Italy,"Agriculture, value added (% of GDP)",1982,
46603,Italy,CO2 emissions (metric tons per capita),1982,6.53799211539
46604,Italy,Domestic credit provided by financial sector (% of GDP),1982,83.3925533911
46605,Italy,Electric power consumption (kWh per capita),1982,3132.77122263
46606,Italy,Energy use (kg of oil equivalent per capita),1982,2206.54273411
46607,Italy,Exports of goods and services (% of GDP),1982,21.1858718095
46608,Italy,"Fertility rate, total (births per woman)",1982,1.56
46609,Italy,GDP growth (annual %),1982,0.41358566785
46610,Italy,"GNI per capita, PPP (current international $)",1982,
46611,Italy,"Gross enrollment ratio, primary, both sexes (%)",1982,101.688362122
46612,Italy,"Gross enrolment ratio, secondary, both sexes (%)",1982,72.050743103
46613,Italy,High-technology exports (% of manufactured exports),1982,
46614,Italy,Imports of goods and services (% of GDP),1982,22.4559177887
46615,Italy,Income share held by lowest 20%,1982,
46616,Italy,"Industry, value added (% of GDP)",1982,
46617,Italy,"Inflation, GDP deflator (annual %)",1982,17.5409501194
46618,Italy,Internet users (per 100 people),1982,
46619,Italy,"Life expectancy at birth, total (years)",1982,74.8146341463
46620,Italy,Military expenditure (% of GDP),1982,
46621,Italy,Mobile cellular subscriptions (per 100 people),1982,0.0
46622,Italy,Net lending (+) / net borrowing (-) (% of GDP),1982,
46623,Italy,Population density (people per sq. km of land area),1982,192.25306178
46624,Italy,"Prevalence of HIV, total (% of population ages 15-49)",1982,
46625,Italy,"Revenue, excluding grants (% of GDP)",1982,31.6047532089
46626,Italy,"Services, etc., value added (% of GDP)",1982,
46627,Italy,Tax revenue (% of GDP),1982,19.4524577926
46628,Italy,Time required to start a business (days),1982,
46629,Jamaica,"Agriculture, value added (% of GDP)",1982,
46630,Jamaica,CO2 emissions (metric tons per capita),1982,2.82679514568
46631,Jamaica,Domestic credit provided by financial sector (% of GDP),1982,87.0663330413
46632,Jamaica,Electric power consumption (kWh per capita),1982,780.873596655
46633,Jamaica,Energy use (kg of oil equivalent per capita),1982,1040.31180401
46634,Jamaica,Exports of goods and services (% of GDP),1982,38.0409371567
46635,Jamaica,"Fertility rate, total (births per woman)",1982,3.559
46636,Jamaica,GDP growth (annual %),1982,2.06923162403
46637,Jamaica,"GNI per capita, PPP (current international $)",1982,
46638,Jamaica,"Gross enrollment ratio, primary, both sexes (%)",1982,104.384162903
46639,Jamaica,"Gross enrolment ratio, secondary, both sexes (%)",1982,62.446521759
46640,Jamaica,High-technology exports (% of manufactured exports),1982,
46641,Jamaica,Imports of goods and services (% of GDP),1982,48.6424281624
46642,Jamaica,Income share held by lowest 20%,1982,
46643,Jamaica,"Industry, value added (% of GDP)",1982,
46644,Jamaica,"Inflation, GDP deflator (annual %)",1982,8.31478842761
46645,Jamaica,Internet users (per 100 people),1982,
46646,Jamaica,"Life expectancy at birth, total (years)",1982,71.8661219512
46647,Jamaica,Military expenditure (% of GDP),1982,
46648,Jamaica,Mobile cellular subscriptions (per 100 people),1982,0.0
46649,Jamaica,Net lending (+) / net borrowing (-) (% of GDP),1982,
46650,Jamaica,Population density (people per sq. km of land area),1982,204.284395199
46651,Jamaica,"Prevalence of HIV, total (% of population ages 15-49)",1982,
46652,Jamaica,"Revenue, excluding grants (% of GDP)",1982,
46653,Jamaica,"Services, etc., value added (% of GDP)",1982,
46654,Jamaica,Tax revenue (% of GDP),1982,
46655,Jamaica,Time required to start a business (days),1982,
46656,Japan,"Agriculture, value added (% of GDP)",1982,2.87477616421
46657,Japan,CO2 emissions (metric tons per capita),1982,7.59990231239
46658,Japan,Domestic credit provided by financial sector (% of GDP),1982,200.987123866
46659,Japan,Electric power consumption (kWh per capita),1982,4696.62048645
46660,Japan,Energy use (kg of oil equivalent per capita),1982,2840.60843908
46661,Japan,Exports of goods and services (% of GDP),1982,14.2020678134
46662,Japan,"Fertility rate, total (births per woman)",1982,1.77
46663,Japan,GDP growth (annual %),1982,3.3766082965
46664,Japan,"GNI per capita, PPP (current international $)",1982,
46665,Japan,"Gross enrollment ratio, primary, both sexes (%)",1982,99.8164978027
46666,Japan,"Gross enrolment ratio, secondary, both sexes (%)",1982,95.0127487183
46667,Japan,High-technology exports (% of manufactured exports),1982,
46668,Japan,Imports of goods and services (% of GDP),1982,13.5714280324
46669,Japan,Income share held by lowest 20%,1982,
46670,Japan,"Industry, value added (% of GDP)",1982,38.5688726642
46671,Japan,"Inflation, GDP deflator (annual %)",1982,1.55739430908
46672,Japan,Internet users (per 100 people),1982,
46673,Japan,"Life expectancy at birth, total (years)",1982,76.9229268293
46674,Japan,Military expenditure (% of GDP),1982,
46675,Japan,Mobile cellular subscriptions (per 100 people),1982,0.0168245534563
46676,Japan,Net lending (+) / net borrowing (-) (% of GDP),1982,
46677,Japan,Population density (people per sq. km of land area),1982,323.454396505
46678,Japan,"Prevalence of HIV, total (% of population ages 15-49)",1982,
46679,Japan,"Revenue, excluding grants (% of GDP)",1982,11.7769487698
46680,Japan,"Services, etc., value added (% of GDP)",1982,58.5563511715
46681,Japan,Tax revenue (% of GDP),1982,11.1349161547
46682,Japan,Time required to start a business (days),1982,
46683,Jordan,"Agriculture, value added (% of GDP)",1982,6.16497445086
46684,Jordan,CO2 emissions (metric tons per capita),1982,2.55487363214
46685,Jordan,Domestic credit provided by financial sector (% of GDP),1982,70.4361396114
46686,Jordan,Electric power consumption (kWh per capita),1982,517.262100035
46687,Jordan,Energy use (kg of oil equivalent per capita),1982,875.54040491
46688,Jordan,Exports of goods and services (% of GDP),1982,40.6206436754
46689,Jordan,"Fertility rate, total (births per woman)",1982,7.071
46690,Jordan,GDP growth (annual %),1982,7.38502458808
46691,Jordan,"GNI per capita, PPP (current international $)",1982,
46692,Jordan,"Gross enrollment ratio, primary, both sexes (%)",1982,103.166259766
46693,Jordan,"Gross enrolment ratio, secondary, both sexes (%)",1982,79.8119888306
46694,Jordan,High-technology exports (% of manufactured exports),1982,
46695,Jordan,Imports of goods and services (% of GDP),1982,94.2905630644
46696,Jordan,Income share held by lowest 20%,1982,
46697,Jordan,"Industry, value added (% of GDP)",1982,27.9447873117
46698,Jordan,"Inflation, GDP deflator (annual %)",1982,6.05604840842
46699,Jordan,Internet users (per 100 people),1982,
46700,Jordan,"Life expectancy at birth, total (years)",1982,67.1247560976
46701,Jordan,Military expenditure (% of GDP),1982,
46702,Jordan,Mobile cellular subscriptions (per 100 people),1982,0.0
46703,Jordan,Net lending (+) / net borrowing (-) (% of GDP),1982,
46704,Jordan,Population density (people per sq. km of land area),1982,27.9121486854
46705,Jordan,"Prevalence of HIV, total (% of population ages 15-49)",1982,
46706,Jordan,"Revenue, excluding grants (% of GDP)",1982,
46707,Jordan,"Services, etc., value added (% of GDP)",1982,65.8902382374
46708,Jordan,Tax revenue (% of GDP),1982,
46709,Jordan,Time required to start a business (days),1982,
46710,Kazakhstan,"Agriculture, value added (% of GDP)",1982,
46711,Kazakhstan,CO2 emissions (metric tons per capita),1982,
46712,Kazakhstan,Domestic credit provided by financial sector (% of GDP),1982,
46713,Kazakhstan,Electric power consumption (kWh per capita),1982,
46714,Kazakhstan,Energy use (kg of oil equivalent per capita),1982,
46715,Kazakhstan,Exports of goods and services (% of GDP),1982,
46716,Kazakhstan,"Fertility rate, total (births per woman)",1982,3.0
46717,Kazakhstan,GDP growth (annual %),1982,
46718,Kazakhstan,"GNI per capita, PPP (current international $)",1982,
46719,Kazakhstan,"Gross enrollment ratio, primary, both sexes (%)",1982,
46720,Kazakhstan,"Gross enrolment ratio, secondary, both sexes (%)",1982,
46721,Kazakhstan,High-technology exports (% of manufactured exports),1982,
46722,Kazakhstan,Imports of goods and services (% of GDP),1982,
46723,Kazakhstan,Income share held by lowest 20%,1982,
46724,Kazakhstan,"Industry, value added (% of GDP)",1982,
46725,Kazakhstan,"Inflation, GDP deflator (annual %)",1982,
46726,Kazakhstan,Internet users (per 100 people),1982,
46727,Kazakhstan,"Life expectancy at birth, total (years)",1982,66.787804878
46728,Kazakhstan,Military expenditure (% of GDP),1982,
46729,Kazakhstan,Mobile cellular subscriptions (per 100 people),1982,0.0
46730,Kazakhstan,Net lending (+) / net borrowing (-) (% of GDP),1982,
46731,Kazakhstan,Population density (people per sq. km of land area),1982,5.50209023225
46732,Kazakhstan,"Prevalence of HIV, total (% of population ages 15-49)",1982,
46733,Kazakhstan,"Revenue, excluding grants (% of GDP)",1982,
46734,Kazakhstan,"Services, etc., value added (% of GDP)",1982,
46735,Kazakhstan,Tax revenue (% of GDP),1982,
46736,Kazakhstan,Time required to start a business (days),1982,
46737,Kenya,"Agriculture, value added (% of GDP)",1982,33.364596314
46738,Kenya,CO2 emissions (metric tons per capita),1982,0.267301784795
46739,Kenya,Domestic credit provided by financial sector (% of GDP),1982,37.0953050356
46740,Kenya,Electric power consumption (kWh per capita),1982,107.290650258
46741,Kenya,Energy use (kg of oil equivalent per capita),1982,437.652286948
46742,Kenya,Exports of goods and services (% of GDP),1982,26.6574659989
46743,Kenya,"Fertility rate, total (births per woman)",1982,7.27
46744,Kenya,GDP growth (annual %),1982,1.50647825448
46745,Kenya,"GNI per capita, PPP (current international $)",1982,
46746,Kenya,"Gross enrollment ratio, primary, both sexes (%)",1982,117.468536377
46747,Kenya,"Gross enrolment ratio, secondary, both sexes (%)",1982,29.2619590759
46748,Kenya,High-technology exports (% of manufactured exports),1982,
46749,Kenya,Imports of goods and services (% of GDP),1982,31.5582711487
46750,Kenya,Income share held by lowest 20%,1982,
46751,Kenya,"Industry, value added (% of GDP)",1982,19.9376926609
46752,Kenya,"Inflation, GDP deflator (annual %)",1982,11.5925537547
46753,Kenya,Internet users (per 100 people),1982,
46754,Kenya,"Life expectancy at birth, total (years)",1982,58.7997560976
46755,Kenya,Military expenditure (% of GDP),1982,
46756,Kenya,Mobile cellular subscriptions (per 100 people),1982,0.0
46757,Kenya,Net lending (+) / net borrowing (-) (% of GDP),1982,
46758,Kenya,Population density (people per sq. km of land area),1982,30.8531784798
46759,Kenya,"Prevalence of HIV, total (% of population ages 15-49)",1982,
46760,Kenya,"Revenue, excluding grants (% of GDP)",1982,
46761,Kenya,"Services, etc., value added (% of GDP)",1982,46.6977110251
46762,Kenya,Tax revenue (% of GDP),1982,
46763,Kenya,Time required to start a business (days),1982,
46764,Kiribati,"Agriculture, value added (% of GDP)",1982,26.2150170648
46765,Kiribati,CO2 emissions (metric tons per capita),1982,0.421369710102
46766,Kiribati,Domestic credit provided by financial sector (% of GDP),1982,
46767,Kiribati,Electric power consumption (kWh per capita),1982,
46768,Kiribati,Energy use (kg of oil equivalent per capita),1982,
46769,Kiribati,Exports of goods and services (% of GDP),1982,26.664
46770,Kiribati,"Fertility rate, total (births per woman)",1982,5.022
46771,Kiribati,GDP growth (annual %),1982,6.83760683761
46772,Kiribati,"GNI per capita, PPP (current international $)",1982,
46773,Kiribati,"Gross enrollment ratio, primary, both sexes (%)",1982,140.054656982
46774,Kiribati,"Gross enrolment ratio, secondary, both sexes (%)",1982,21.4552402496
46775,Kiribati,High-technology exports (% of manufactured exports),1982,
46776,Kiribati,Imports of goods and services (% of GDP),1982,66.256
46777,Kiribati,Income share held by lowest 20%,1982,
46778,Kiribati,"Industry, value added (% of GDP)",1982,8.32764505119
46779,Kiribati,"Inflation, GDP deflator (annual %)",1982,4.0
46780,Kiribati,Internet users (per 100 people),1982,
46781,Kiribati,"Life expectancy at birth, total (years)",1982,57.2337804878
46782,Kiribati,Military expenditure (% of GDP),1982,
46783,Kiribati,Mobile cellular subscriptions (per 100 people),1982,0.0
46784,Kiribati,Net lending (+) / net borrowing (-) (% of GDP),1982,
46785,Kiribati,Population density (people per sq. km of land area),1982,75.2074074074
46786,Kiribati,"Prevalence of HIV, total (% of population ages 15-49)",1982,
46787,Kiribati,"Revenue, excluding grants (% of GDP)",1982,
46788,Kiribati,"Services, etc., value added (% of GDP)",1982,65.457337884
46789,Kiribati,Tax revenue (% of GDP),1982,
46790,Kiribati,Time required to start a business (days),1982,
46791,"Korea, Dem. People�s Rep.","Agriculture, value added (% of GDP)",1982,
46792,"Korea, Dem. People�s Rep.",CO2 emissions (metric tons per capita),1982,
46793,"Korea, Dem. People�s Rep.",Domestic credit provided by financial sector (% of GDP),1982,
46794,"Korea, Dem. People�s Rep.",Electric power consumption (kWh per capita),1982,1130.55104698
46795,"Korea, Dem. People�s Rep.",Energy use (kg of oil equivalent per capita),1982,1819.87711654
46796,"Korea, Dem. People�s Rep.",Exports of goods and services (% of GDP),1982,
46797,"Korea, Dem. People�s Rep.","Fertility rate, total (births per woman)",1982,2.698
46798,"Korea, Dem. People�s Rep.",GDP growth (annual %),1982,
46799,"Korea, Dem. People�s Rep.","GNI per capita, PPP (current international $)",1982,
46800,"Korea, Dem. People�s Rep.","Gross enrollment ratio, primary, both sexes (%)",1982,
46801,"Korea, Dem. People�s Rep.","Gross enrolment ratio, secondary, both sexes (%)",1982,
46802,"Korea, Dem. People�s Rep.",High-technology exports (% of manufactured exports),1982,
46803,"Korea, Dem. People�s Rep.",Imports of goods and services (% of GDP),1982,
46804,"Korea, Dem. People�s Rep.",Income share held by lowest 20%,1982,
46805,"Korea, Dem. People�s Rep.","Industry, value added (% of GDP)",1982,
46806,"Korea, Dem. People�s Rep.","Inflation, GDP deflator (annual %)",1982,
46807,"Korea, Dem. People�s Rep.",Internet users (per 100 people),1982,
46808,"Korea, Dem. People�s Rep.","Life expectancy at birth, total (years)",1982,66.4730243902
46809,"Korea, Dem. People�s Rep.",Military expenditure (% of GDP),1982,
46810,"Korea, Dem. People�s Rep.",Mobile cellular subscriptions (per 100 people),1982,0.0
46811,"Korea, Dem. People�s Rep.",Net lending (+) / net borrowing (-) (% of GDP),1982,
46812,"Korea, Dem. People�s Rep.",Population density (people per sq. km of land area),1982,148.652404285
46813,"Korea, Dem. People�s Rep.","Prevalence of HIV, total (% of population ages 15-49)",1982,
46814,"Korea, Dem. People�s Rep.","Revenue, excluding grants (% of GDP)",1982,
46815,"Korea, Dem. People�s Rep.","Services, etc., value added (% of GDP)",1982,
46816,"Korea, Dem. People�s Rep.",Tax revenue (% of GDP),1982,
46817,"Korea, Dem. People�s Rep.",Time required to start a business (days),1982,
46818,"Korea, Rep.","Agriculture, value added (% of GDP)",1982,14.7629538658
46819,"Korea, Rep.",CO2 emissions (metric tons per capita),1982,3.60840908915
46820,"Korea, Rep.",Domestic credit provided by financial sector (% of GDP),1982,46.2596339437
46821,"Korea, Rep.",Electric power consumption (kWh per capita),1982,1027.86040261
46822,"Korea, Rep.",Energy use (kg of oil equivalent per capita),1982,1095.50331544
46823,"Korea, Rep.",Exports of goods and services (% of GDP),1982,31.0199581803
46824,"Korea, Rep.","Fertility rate, total (births per woman)",1982,2.39
46825,"Korea, Rep.",GDP growth (annual %),1982,8.29130717556
46826,"Korea, Rep.","GNI per capita, PPP (current international $)",1982,
46827,"Korea, Rep.","Gross enrollment ratio, primary, both sexes (%)",1982,105.532333374
46828,"Korea, Rep.","Gross enrolment ratio, secondary, both sexes (%)",1982,82.5221710205
46829,"Korea, Rep.",High-technology exports (% of manufactured exports),1982,
46830,"Korea, Rep.",Imports of goods and services (% of GDP),1982,33.3793528671
46831,"Korea, Rep.",Income share held by lowest 20%,1982,
46832,"Korea, Rep.","Industry, value added (% of GDP)",1982,34.2608304349
46833,"Korea, Rep.","Inflation, GDP deflator (annual %)",1982,6.14887317297
46834,"Korea, Rep.",Internet users (per 100 people),1982,
46835,"Korea, Rep.","Life expectancy at birth, total (years)",1982,66.7841463415
46836,"Korea, Rep.",Military expenditure (% of GDP),1982,
46837,"Korea, Rep.",Mobile cellular subscriptions (per 100 people),1982,0.0
46838,"Korea, Rep.",Net lending (+) / net borrowing (-) (% of GDP),1982,-0.22116183685
46839,"Korea, Rep.",Population density (people per sq. km of land area),1982,407.695956873
46840,"Korea, Rep.","Prevalence of HIV, total (% of population ages 15-49)",1982,
46841,"Korea, Rep.","Revenue, excluding grants (% of GDP)",1982,16.5452510522
46842,"Korea, Rep.","Services, etc., value added (% of GDP)",1982,50.9762156993
46843,"Korea, Rep.",Tax revenue (% of GDP),1982,14.105768973
46844,"Korea, Rep.",Time required to start a business (days),1982,
46845,Kosovo,"Agriculture, value added (% of GDP)",1982,
46846,Kosovo,CO2 emissions (metric tons per capita),1982,
46847,Kosovo,Domestic credit provided by financial sector (% of GDP),1982,
46848,Kosovo,Electric power consumption (kWh per capita),1982,
46849,Kosovo,Energy use (kg of oil equivalent per capita),1982,
46850,Kosovo,Exports of goods and services (% of GDP),1982,
46851,Kosovo,"Fertility rate, total (births per woman)",1982,4.88
46852,Kosovo,GDP growth (annual %),1982,
46853,Kosovo,"GNI per capita, PPP (current international $)",1982,
46854,Kosovo,"Gross enrollment ratio, primary, both sexes (%)",1982,
46855,Kosovo,"Gross enrolment ratio, secondary, both sexes (%)",1982,
46856,Kosovo,High-technology exports (% of manufactured exports),1982,
46857,Kosovo,Imports of goods and services (% of GDP),1982,
46858,Kosovo,Income share held by lowest 20%,1982,
46859,Kosovo,"Industry, value added (% of GDP)",1982,
46860,Kosovo,"Inflation, GDP deflator (annual %)",1982,
46861,Kosovo,Internet users (per 100 people),1982,
46862,Kosovo,"Life expectancy at birth, total (years)",1982,66.1975609756
46863,Kosovo,Military expenditure (% of GDP),1982,
46864,Kosovo,Mobile cellular subscriptions (per 100 people),1982,
46865,Kosovo,Net lending (+) / net borrowing (-) (% of GDP),1982,
46866,Kosovo,Population density (people per sq. km of land area),1982,145.310921282
46867,Kosovo,"Prevalence of HIV, total (% of population ages 15-49)",1982,
46868,Kosovo,"Revenue, excluding grants (% of GDP)",1982,
46869,Kosovo,"Services, etc., value added (% of GDP)",1982,
46870,Kosovo,Tax revenue (% of GDP),1982,
46871,Kosovo,Time required to start a business (days),1982,
46872,Kuwait,"Agriculture, value added (% of GDP)",1982,
46873,Kuwait,CO2 emissions (metric tons per capita),1982,13.9378617445
46874,Kuwait,Domestic credit provided by financial sector (% of GDP),1982,51.2193567992
46875,Kuwait,Electric power consumption (kWh per capita),1982,7086.25905699
46876,Kuwait,Energy use (kg of oil equivalent per capita),1982,7548.12934744
46877,Kuwait,Exports of goods and services (% of GDP),1982,54.5047729345
46878,Kuwait,"Fertility rate, total (births per woman)",1982,5.042
46879,Kuwait,GDP growth (annual %),1982,-12.3148371068
46880,Kuwait,"GNI per capita, PPP (current international $)",1982,
46881,Kuwait,"Gross enrollment ratio, primary, both sexes (%)",1982,101.088142395
46882,Kuwait,"Gross enrolment ratio, secondary, both sexes (%)",1982,82.5618515015
46883,Kuwait,High-technology exports (% of manufactured exports),1982,
46884,Kuwait,Imports of goods and services (% of GDP),1982,52.3638588724
46885,Kuwait,Income share held by lowest 20%,1982,
46886,Kuwait,"Industry, value added (% of GDP)",1982,
46887,Kuwait,"Inflation, GDP deflator (annual %)",1982,1.41685363666
46888,Kuwait,Internet users (per 100 people),1982,
46889,Kuwait,"Life expectancy at birth, total (years)",1982,70.3831463415
46890,Kuwait,Military expenditure (% of GDP),1982,
46891,Kuwait,Mobile cellular subscriptions (per 100 people),1982,0.0
46892,Kuwait,Net lending (+) / net borrowing (-) (% of GDP),1982,
46893,Kuwait,Population density (people per sq. km of land area),1982,85.2331649832
46894,Kuwait,"Prevalence of HIV, total (% of population ages 15-49)",1982,
46895,Kuwait,"Revenue, excluding grants (% of GDP)",1982,68.7668035596
46896,Kuwait,"Services, etc., value added (% of GDP)",1982,
46897,Kuwait,Tax revenue (% of GDP),1982,3.44477901727
46898,Kuwait,Time required to start a business (days),1982,
46899,Kyrgyz Republic,"Agriculture, value added (% of GDP)",1982,
46900,Kyrgyz Republic,CO2 emissions (metric tons per capita),1982,
46901,Kyrgyz Republic,Domestic credit provided by financial sector (% of GDP),1982,
46902,Kyrgyz Republic,Electric power consumption (kWh per capita),1982,
46903,Kyrgyz Republic,Energy use (kg of oil equivalent per capita),1982,
46904,Kyrgyz Republic,Exports of goods and services (% of GDP),1982,
46905,Kyrgyz Republic,"Fertility rate, total (births per woman)",1982,4.068
46906,Kyrgyz Republic,GDP growth (annual %),1982,
46907,Kyrgyz Republic,"GNI per capita, PPP (current international $)",1982,
46908,Kyrgyz Republic,"Gross enrollment ratio, primary, both sexes (%)",1982,
46909,Kyrgyz Republic,"Gross enrolment ratio, secondary, both sexes (%)",1982,
46910,Kyrgyz Republic,High-technology exports (% of manufactured exports),1982,
46911,Kyrgyz Republic,Imports of goods and services (% of GDP),1982,
46912,Kyrgyz Republic,Income share held by lowest 20%,1982,
46913,Kyrgyz Republic,"Industry, value added (% of GDP)",1982,
46914,Kyrgyz Republic,"Inflation, GDP deflator (annual %)",1982,
46915,Kyrgyz Republic,Internet users (per 100 people),1982,
46916,Kyrgyz Republic,"Life expectancy at birth, total (years)",1982,63.6588780488
46917,Kyrgyz Republic,Military expenditure (% of GDP),1982,
46918,Kyrgyz Republic,Mobile cellular subscriptions (per 100 people),1982,0.0
46919,Kyrgyz Republic,Net lending (+) / net borrowing (-) (% of GDP),1982,
46920,Kyrgyz Republic,Population density (people per sq. km of land area),1982,19.6001042753
46921,Kyrgyz Republic,"Prevalence of HIV, total (% of population ages 15-49)",1982,
46922,Kyrgyz Republic,"Revenue, excluding grants (% of GDP)",1982,
46923,Kyrgyz Republic,"Services, etc., value added (% of GDP)",1982,
46924,Kyrgyz Republic,Tax revenue (% of GDP),1982,
46925,Kyrgyz Republic,Time required to start a business (days),1982,
46926,Lao PDR,"Agriculture, value added (% of GDP)",1982,
46927,Lao PDR,CO2 emissions (metric tons per capita),1982,0.0464435204366
46928,Lao PDR,Domestic credit provided by financial sector (% of GDP),1982,
46929,Lao PDR,Electric power consumption (kWh per capita),1982,
46930,Lao PDR,Energy use (kg of oil equivalent per capita),1982,
46931,Lao PDR,Exports of goods and services (% of GDP),1982,
46932,Lao PDR,"Fertility rate, total (births per woman)",1982,6.345
46933,Lao PDR,GDP growth (annual %),1982,
46934,Lao PDR,"GNI per capita, PPP (current international $)",1982,
46935,Lao PDR,"Gross enrollment ratio, primary, both sexes (%)",1982,101.552017212
46936,Lao PDR,"Gross enrolment ratio, secondary, both sexes (%)",1982,
46937,Lao PDR,High-technology exports (% of manufactured exports),1982,
46938,Lao PDR,Imports of goods and services (% of GDP),1982,
46939,Lao PDR,Income share held by lowest 20%,1982,
46940,Lao PDR,"Industry, value added (% of GDP)",1982,
46941,Lao PDR,"Inflation, GDP deflator (annual %)",1982,
46942,Lao PDR,Internet users (per 100 people),1982,
46943,Lao PDR,"Life expectancy at birth, total (years)",1982,49.7042926829
46944,Lao PDR,Military expenditure (% of GDP),1982,
46945,Lao PDR,Mobile cellular subscriptions (per 100 people),1982,0.0
46946,Lao PDR,Net lending (+) / net borrowing (-) (% of GDP),1982,
46947,Lao PDR,Population density (people per sq. km of land area),1982,14.710194974
46948,Lao PDR,"Prevalence of HIV, total (% of population ages 15-49)",1982,
46949,Lao PDR,"Revenue, excluding grants (% of GDP)",1982,
46950,Lao PDR,"Services, etc., value added (% of GDP)",1982,
46951,Lao PDR,Tax revenue (% of GDP),1982,
46952,Lao PDR,Time required to start a business (days),1982,
46953,Latvia,"Agriculture, value added (% of GDP)",1982,
46954,Latvia,CO2 emissions (metric tons per capita),1982,
46955,Latvia,Domestic credit provided by financial sector (% of GDP),1982,
46956,Latvia,Electric power consumption (kWh per capita),1982,
46957,Latvia,Energy use (kg of oil equivalent per capita),1982,
46958,Latvia,Exports of goods and services (% of GDP),1982,
46959,Latvia,"Fertility rate, total (births per woman)",1982,1.97
46960,Latvia,GDP growth (annual %),1982,
46961,Latvia,"GNI per capita, PPP (current international $)",1982,
46962,Latvia,"Gross enrollment ratio, primary, both sexes (%)",1982,100.125747681
46963,Latvia,"Gross enrolment ratio, secondary, both sexes (%)",1982,102.32396698
46964,Latvia,High-technology exports (% of manufactured exports),1982,
46965,Latvia,Imports of goods and services (% of GDP),1982,
46966,Latvia,Income share held by lowest 20%,1982,
46967,Latvia,"Industry, value added (% of GDP)",1982,
46968,Latvia,"Inflation, GDP deflator (annual %)",1982,
46969,Latvia,Internet users (per 100 people),1982,
46970,Latvia,"Life expectancy at birth, total (years)",1982,69.3282926829
46971,Latvia,Military expenditure (% of GDP),1982,
46972,Latvia,Mobile cellular subscriptions (per 100 people),1982,0.0
46973,Latvia,Net lending (+) / net borrowing (-) (% of GDP),1982,
46974,Latvia,Population density (people per sq. km of land area),1982,40.6952215577
46975,Latvia,"Prevalence of HIV, total (% of population ages 15-49)",1982,
46976,Latvia,"Revenue, excluding grants (% of GDP)",1982,
46977,Latvia,"Services, etc., value added (% of GDP)",1982,
46978,Latvia,Tax revenue (% of GDP),1982,
46979,Latvia,Time required to start a business (days),1982,
